Provinsi,Kab/Kota,Tipe,Kecamatan,Kode Wilayah
Jawa Timur,Ponorogo,Kab.,Sambit,350204
Jawa Timur,Ponorogo,Kab.,Sampung,350214
Jawa Timur,Ponorogo,Kab.,Sawoo,350205
Jawa Timur,Ponorogo,Kab.,Siman,350210
Jawa Timur,Ponorogo,Kab.,Slahung,350201
Jawa Timur,Ponorogo,Kab.,Sooko,350206
Jawa Timur,Ponorogo,Kab.,Sukorejo,350215
Jawa Timur,Probolinggo,Kota,Kademangan,357401
Jawa Timur,Probolinggo,Kota,Kanigaran,357404
Jawa Timur,Probolinggo,Kota,Kedopok (Kedopak),357405
Jawa Timur,Probolinggo,Kota,Mayangan,357403
Jawa Timur,Probolinggo,Kota,Wonoasih,357402
Jawa Timur,Probolinggo,Kab.,Bantaran,351304
Jawa Timur,Probolinggo,Kab.,Banyuanyar (Banyu Anyar),351306
Jawa Timur,Probolinggo,Kab.,Besuk,351313
Jawa Timur,Probolinggo,Kab.,Dringu,351319
Jawa Timur,Probolinggo,Kab.,Gading,351309
Jawa Timur,Probolinggo,Kab.,Gending,351318
Jawa Timur,Probolinggo,Kab.,Kotaanyar (Kota Anyar),351311
Jawa Timur,Probolinggo,Kab.,Kraksaan,351314
Jawa Timur,Probolinggo,Kab.,Krejengan,351315
Jawa Timur,Probolinggo,Kab.,Krucil,351308
Jawa Timur,Probolinggo,Kab.,Kuripan,351303
Jawa Timur,Probolinggo,Kab.,Leces,351305
Jawa Timur,Probolinggo,Kab.,Lumbang,351324
Jawa Timur,Probolinggo,Kab.,Maron,351317
Jawa Timur,Probolinggo,Kab.,Paiton,351312
Jawa Timur,Probolinggo,Kab.,Pakuniran,351310
Jawa Timur,Probolinggo,Kab.,Pejarakan (Pajarakan),351316
Jawa Timur,Probolinggo,Kab.,Sukapura,351301
Jawa Timur,Probolinggo,Kab.,Sumber,351302
Jawa Timur,Probolinggo,Kab.,Sumberasih,351321
Jawa Timur,Probolinggo,Kab.,Tegalsiwalan (Tegal Siwalan),351320
Jawa Timur,Probolinggo,Kab.,Tiris,351307
Jawa Timur,Probolinggo,Kab.,Tongas,351323
Jawa Timur,Probolinggo,Kab.,Wonomerto,351322
Jawa Timur,Sampang,Kab.,Banyuates,352709
Jawa Timur,Sampang,Kab.,Camplong,352704
Jawa Timur,Sampang,Kab.,Jrengik,352707
Jawa Timur,Sampang,Kab.,Karangpenang (Karang Penang),352714
Jawa Timur,Sampang,Kab.,Kedungdung,352706
Jawa Timur,Sampang,Kab.,Ketapang,352712
Jawa Timur,Sampang,Kab.,Omben,352705
Jawa Timur,Sampang,Kab.,Pangarengan,352713
Jawa Timur,Sampang,Kab.,Robatal,352710
Jawa Timur,Sampang,Kab.,Sampang,352703
Jawa Timur,Sampang,Kab.,Sokobanah,352711
Jawa Timur,Sampang,Kab.,Sreseh,352701
Jawa Timur,Sampang,Kab.,Tambelangan,352708
Jawa Timur,Sampang,Kab.,Torjun,352702
Jawa Timur,Sidoarjo,Kab.,Balongbendo,351512
Jawa Timur,Sidoarjo,Kab.,Buduran,351515
Jawa Timur,Sidoarjo,Kab.,Candi,351507
Jawa Timur,Sidoarjo,Kab.,Gedangan,351516
Jawa Timur,Sidoarjo,Kab.,Jabon,351505
Jawa Timur,Sidoarjo,Kab.,Krembung,351503
Jawa Timur,Sidoarjo,Kab.,Krian,351511
Jawa Timur,Sidoarjo,Kab.,Porong,351504
Jawa Timur,Sidoarjo,Kab.,Prambon,351502
Jawa Timur,Sidoarjo,Kab.,Sedati,351517
Jawa Timur,Sidoarjo,Kab.,Sidoarjo,351508
Jawa Timur,Sidoarjo,Kab.,Sukodono,351514
Jawa Timur,Sidoarjo,Kab.,Taman,351513
Jawa Timur,Sidoarjo,Kab.,Tanggulangin,351506
Jawa Timur,Sidoarjo,Kab.,Tarik,351501
Jawa Timur,Sidoarjo,Kab.,Tulangan,351509
Jawa Timur,Sidoarjo,Kab.,Waru,351518
Jawa Timur,Sidoarjo,Kab.,Wonoayu,351510
Jawa Timur,Situbondo,Kab.,Arjasa,351211
Jawa Timur,Situbondo,Kab.,Asembagus,351213
Jawa Timur,Situbondo,Kab.,Banyuglugur,351216
Jawa Timur,Situbondo,Kab.,Banyuputih,351214
Jawa Timur,Situbondo,Kab.,Besuki,351202
Jawa Timur,Situbondo,Kab.,Bungatan,351217
Jawa Timur,Situbondo,Kab.,Jangkar,351212
Jawa Timur,Situbondo,Kab.,Jatibanteng,351201
Jawa Timur,Situbondo,Kab.,Kapongan,351210
Jawa Timur,Situbondo,Kab.,Kendit,351205
Jawa Timur,Situbondo,Kab.,Mangaran,351209
Jawa Timur,Situbondo,Kab.,Mlandingan,351204
Jawa Timur,Situbondo,Kab.,Panarukan,351206
Jawa Timur,Situbondo,Kab.,Panji,351208
Jawa Timur,Situbondo,Kab.,Situbondo,351207
Jawa Timur,Situbondo,Kab.,Suboh,351203
Jawa Timur,Situbondo,Kab.,Sumbermalang,351215
Jawa Timur,Sumenep,Kab.,Ambunten,352912
Jawa Timur,Sumenep,Kab.,Arjasa,352924
Jawa Timur,Sumenep,Kab.,Batang Batang,352916
Jawa Timur,Sumenep,Kab.,Batuan,352926
Jawa Timur,Sumenep,Kab.,Batuputih,352917
Jawa Timur,Sumenep,Kab.,Bluto,352905
Jawa Timur,Sumenep,Kab.,Dasuk,352914
Jawa Timur,Sumenep,Kab.,Dungkek,352918
Jawa Timur,Sumenep,Kab.,Ganding,352910
Jawa Timur,Sumenep,Kab.,Gapura,352919
Jawa Timur,Sumenep,Kab.,Gayam,352920
Jawa Timur,Sumenep,Kab.,Giliginting (Gili Ginting),352908
Jawa Timur,Sumenep,Kab.,Guluk-Guluk (Guluk Guluk),352909
Jawa Timur,Sumenep,Kab.,Kalianget,352902
Jawa Timur,Sumenep,Kab.,Kangayan,352927
Jawa Timur,Sumenep,Kab.,Kota Sumenep,352901
Jawa Timur,Sumenep,Kab.,Lenteng,352907
Jawa Timur,Sumenep,Kab.,Manding,352903
Jawa Timur,Sumenep,Kab.,Masalembu,352923
Jawa Timur,Sumenep,Kab.,Nonggunong,352921
Jawa Timur,Sumenep,Kab.,Pasongsongan,352913
Jawa Timur,Sumenep,Kab.,Pragaan,352911
Jawa Timur,Sumenep,Kab.,Ra'as (Raas),352922
Jawa Timur,Sumenep,Kab.,Rubaru,352915
Jawa Timur,Sumenep,Kab.,Sapeken,352925
Jawa Timur,Sumenep,Kab.,Saronggi,352906
Jawa Timur,Sumenep,Kab.,Talango,352904
Jawa Timur,Surabaya,Kota,Asem Rowo (Asemrowo),357828
Jawa Timur,Surabaya,Kota,Benowo,357819
Jawa Timur,Surabaya,Kota,Bubutan,357813
Jawa Timur,Surabaya,Kota,Bulak,357829
Jawa Timur,Surabaya,Kota,Dukuh Pakis,357821
Jawa Timur,Surabaya,Kota,Gayungan,357822
Jawa Timur,Surabaya,Kota,Genteng,357807
Jawa Timur,Surabaya,Kota,Gubeng,357808
Jawa Timur,Surabaya,Kota,Gunung Anyar (Gununganyar),357825
Jawa Timur,Surabaya,Kota,Jambangan,357823
Jawa Timur,Surabaya,Kota,Karang Pilang (Karangpilang),357801
Jawa Timur,Surabaya,Kota,Kenjeran,357817
Jawa Timur,Surabaya,Kota,Krembangan,357815
Jawa Timur,Surabaya,Kota,Lakarsantri,357818
Jawa Timur,Surabaya,Kota,Mulyorejo,357826
Jawa Timur,Surabaya,Kota,Pabean Cantian (Pabean Cantikan),357812
Jawa Timur,Surabaya,Kota,Pakal,357830
Jawa Timur,Surabaya,Kota,Rungkut,357803
Jawa Timur,Surabaya,Kota,Sambikerep,357831
Jawa Timur,Surabaya,Kota,Sawahan,357806
Jawa Timur,Surabaya,Kota,Semampir,357816
Jawa Timur,Surabaya,Kota,Simokerto,357811
Jawa Timur,Surabaya,Kota,Sukolilo,357809
Jawa Timur,Surabaya,Kota,Sukomanunggal,357827
Jawa Timur,Surabaya,Kota,Tambaksari,357810
Jawa Timur,Surabaya,Kota,Tandes,357814
Jawa Timur,Surabaya,Kota,Tegalsari,357805
Jawa Timur,Surabaya,Kota,Tenggilis Mejoyo,357824
Jawa Timur,Surabaya,Kota,Wiyung,357820
Jawa Timur,Surabaya,Kota,Wonocolo,357802
Jawa Timur,Surabaya,Kota,Wonokromo,357804
Jawa Timur,Trenggalek,Kab.,Bendungan,350309
Jawa Timur,Trenggalek,Kab.,Dongko,350304
Jawa Timur,Trenggalek,Kab.,Durenan,350313
Jawa Timur,Trenggalek,Kab.,Gandusari,350310
Jawa Timur,Trenggalek,Kab.,Kampak,350307
Jawa Timur,Trenggalek,Kab.,Karangan,350306
Jawa Timur,Trenggalek,Kab.,Munjungan,350302
Jawa Timur,Trenggalek,Kab.,Panggul,350301
Jawa Timur,Trenggalek,Kab.,Pogalan,350312
Jawa Timur,Trenggalek,Kab.,Pule,350303
Jawa Timur,Trenggalek,Kab.,Suruh,350314
Jawa Timur,Trenggalek,Kab.,Trenggalek,350311
Jawa Timur,Trenggalek,Kab.,Tugu,350305
Jawa Timur,Trenggalek,Kab.,Watulimo,350308
Jawa Timur,Tuban,Kab.,Bancar,352304
Jawa Timur,Tuban,Kab.,Bangilan,352303
Jawa Timur,Tuban,Kab.,Grabagan,352320
Jawa Timur,Tuban,Kab.,Jatirogo,352302
Jawa Timur,Tuban,Kab.,Jenu,352312
Jawa Timur,Tuban,Kab.,Kenduruan,352301
Jawa Timur,Tuban,Kab.,Kerek,352308
Jawa Timur,Tuban,Kab.,Merakurak,352313
Jawa Timur,Tuban,Kab.,Montong,352310
Jawa Timur,Tuban,Kab.,Palang,352318
Jawa Timur,Tuban,Kab.,Parengan,352309
Jawa Timur,Tuban,Kab.,Plumpang,352317
Jawa Timur,Tuban,Kab.,Rengel,352314
Jawa Timur,Tuban,Kab.,Semanding,352315
Jawa Timur,Tuban,Kab.,Senori,352305
Jawa Timur,Tuban,Kab.,Singgahan,352307
Jawa Timur,Tuban,Kab.,Soko,352311
Jawa Timur,Tuban,Kab.,Tambakboyo,352306
Jawa Timur,Tuban,Kab.,Tuban,352316
Jawa Timur,Tuban,Kab.,Widang,352319
Jawa Timur,Tulungagung,Kab.,Bandung,350417
Jawa Timur,Tulungagung,Kab.,Besuki,350415
Jawa Timur,Tulungagung,Kab.,Boyolangu,350402
Jawa Timur,Tulungagung,Kab.,Campurdarat (Campur Darat),350416
Jawa Timur,Tulungagung,Kab.,Gondang,350409
Jawa Timur,Tulungagung,Kab.,Kalidawir,350414
Jawa Timur,Tulungagung,Kab.,Karangrejo (Karang Rejo),350408
Jawa Timur,Tulungagung,Kab.,Kauman,350405
Jawa Timur,Tulungagung,Kab.,Kedungwaru,350403
Jawa Timur,Tulungagung,Kab.,Ngantru,350404
Jawa Timur,Tulungagung,Kab.,Ngunut,350411
Jawa Timur,Tulungagung,Kab.,Pagerwojo,350406
Jawa Timur,Tulungagung,Kab.,Pakel,350418
Jawa Timur,Tulungagung,Kab.,Pucanglaban,350412
Jawa Timur,Tulungagung,Kab.,Rejotangan,350413
Jawa Timur,Tulungagung,Kab.,Sendang,350407
Jawa Timur,Tulungagung,Kab.,Sumbergempol,350410
Jawa Timur,Tulungagung,Kab.,Tanggunggunung (Tanggung Gunung),350419
Jawa Timur,Tulungagung,Kab.,Tulungagung,350401
Kalimantan Barat,Bengkayang,Kab.,Bengkayang,610704
Kalimantan Barat,Bengkayang,Kab.,Capkala,610711
Kalimantan Barat,Bengkayang,Kab.,Jagoi Babang,610707
Kalimantan Barat,Bengkayang,Kab.,Ledo,610703
Kalimantan Barat,Bengkayang,Kab.,Lembah Bawang,610716
Kalimantan Barat,Bengkayang,Kab.,Lumar,610713
Kalimantan Barat,Bengkayang,Kab.,Monterado,610708
Kalimantan Barat,Bengkayang,Kab.,Samalantan,610702
Kalimantan Barat,Bengkayang,Kab.,Sanggau Ledo,610706
Kalimantan Barat,Bengkayang,Kab.,Seluas,610705
Kalimantan Barat,Bengkayang,Kab.,Siding,610712
Kalimantan Barat,Bengkayang,Kab.,Sungai Betung,610714
Kalimantan Barat,Bengkayang,Kab.,Sungai Raya,610701
Kalimantan Barat,Bengkayang,Kab.,Sungai Raya Kepulauan,610715
Kalimantan Barat,Bengkayang,Kab.,Suti Semarang,610710
Kalimantan Barat,Bengkayang,Kab.,Teriak,610709
Kalimantan Barat,Bengkayang,Kab.,Tujuh Belas,610717
Kalimantan Barat,Kapuas Hulu,Kab.,Badau,610614
Kalimantan Barat,Kapuas Hulu,Kab.,Batang Lupar,610612
Kalimantan Barat,Kapuas Hulu,Kab.,Bika,610602
Kalimantan Barat,Kapuas Hulu,Kab.,Boyan Tanjung,610619
Kalimantan Barat,Kapuas Hulu,Kab.,Bunut Hilir,610605
Kalimantan Barat,Kapuas Hulu,Kab.,Bunut Hulu,610606
Kalimantan Barat,Kapuas Hulu,Kab.,Embaloh Hilir,610603
Kalimantan Barat,Kapuas Hulu,Kab.,Embaloh Hulu,610604
Kalimantan Barat,Kapuas Hulu,Kab.,Empanang,610613
Kalimantan Barat,Kapuas Hulu,Kab.,Hulu Gurung,610608
Kalimantan Barat,Kapuas Hulu,Kab.,Jongkong (Jengkong),610607
Kalimantan Barat,Kapuas Hulu,Kab.,Kalis,610618
Kalimantan Barat,Kapuas Hulu,Kab.,Mentebah,610620
Kalimantan Barat,Kapuas Hulu,Kab.,Pengkadan (Batu Datu),610621
Kalimantan Barat,Kapuas Hulu,Kab.,Puring Kencana,610623
Kalimantan Barat,Kapuas Hulu,Kab.,Putussibau Selatan,610617
Kalimantan Barat,Kapuas Hulu,Kab.,Putussibau Utara,610601
Kalimantan Barat,Kapuas Hulu,Kab.,Seberuang,610611
Kalimantan Barat,Kapuas Hulu,Kab.,Selimbau,610609
Kalimantan Barat,Kapuas Hulu,Kab.,Semitau,610610
Kalimantan Barat,Kapuas Hulu,Kab.,Silat Hilir,610615
Kalimantan Barat,Kapuas Hulu,Kab.,Silat Hulu,610616
Kalimantan Barat,Kapuas Hulu,Kab.,Suhaid,610622
Kalimantan Barat,Kayong Utara,Kab.,Kepulauan Karimata,611106
Kalimantan Barat,Kayong Utara,Kab.,Pulau Maya (Pulau Maya Karimata),611104
Kalimantan Barat,Kayong Utara,Kab.,Seponti,611105
Kalimantan Barat,Kayong Utara,Kab.,Simpang Hilir,611102
Kalimantan Barat,Kayong Utara,Kab.,Sukadana,611101
Kalimantan Barat,Kayong Utara,Kab.,Teluk Batang,611103
Kalimantan Barat,Ketapang,Kab.,Air Upas,610421
Kalimantan Barat,Ketapang,Kab.,Benua Kayong,610418
Kalimantan Barat,Ketapang,Kab.,Delta Pawan,610416
Kalimantan Barat,Ketapang,Kab.,Hulu Sungai,610419
Kalimantan Barat,Ketapang,Kab.,Jelai Hulu,610414
Kalimantan Barat,Ketapang,Kab.,Kendawangan,610404
Kalimantan Barat,Ketapang,Kab.,Manis Mata,610403
Kalimantan Barat,Ketapang,Kab.,Marau,610402
Kalimantan Barat,Ketapang,Kab.,Matan Hilir Selatan,610412
Kalimantan Barat,Ketapang,Kab.,Matan Hilir Utara,610401
Kalimantan Barat,Ketapang,Kab.,Muara Pawan,610417
Kalimantan Barat,Ketapang,Kab.,Nanga Tayap,610411
Kalimantan Barat,Ketapang,Kab.,Pemahan,610424
Kalimantan Barat,Ketapang,Kab.,Sandai,610405
Kalimantan Barat,Ketapang,Kab.,Simpang Dua,610420
Kalimantan Barat,Ketapang,Kab.,Simpang Hulu,610408
Kalimantan Barat,Ketapang,Kab.,Singkup,610422
Kalimantan Barat,Ketapang,Kab.,Sungai Laur,610407
Kalimantan Barat,Ketapang,Kab.,Sungai Melayu Rayak,610425
Kalimantan Barat,Ketapang,Kab.,Tumbang Titi,610413
Kalimantan Barat,Kubu Raya,Kab.,Batu Ampar,611205
Kalimantan Barat,Kubu Raya,Kab.,Kuala Mandor B,611202
Kalimantan Barat,Kubu Raya,Kab.,Kubu,611206
Kalimantan Barat,Kubu Raya,Kab.,Rasau Jaya,611207
Kalimantan Barat,Kubu Raya,Kab.,Sungai Ambawang,611203
Kalimantan Barat,Kubu Raya,Kab.,Sungai Kakap,611209
Kalimantan Barat,Kubu Raya,Kab.,Sungai Raya,611201
Kalimantan Barat,Kubu Raya,Kab.,Teluk Pakedai,611208
Kalimantan Barat,Kubu Raya,Kab.,Terentang,611204
Kalimantan Barat,Landak,Kab.,Air Besar,610805
Kalimantan Barat,Landak,Kab.,Banyuke Hulu,610812
Kalimantan Barat,Landak,Kab.,Jelimpo,610811
Kalimantan Barat,Landak,Kab.,Kuala Behe,610809
Kalimantan Barat,Landak,Kab.,Mandor,610804
Kalimantan Barat,Landak,Kab.,Mempawah Hulu,610802
Kalimantan Barat,Landak,Kab.,Menjalin,610803
Kalimantan Barat,Landak,Kab.,Menyuke,610806
Kalimantan Barat,Landak,Kab.,Meranti,610808
Kalimantan Barat,Landak,Kab.,Ngabang,610801
Kalimantan Barat,Landak,Kab.,Sebangki,610810
Kalimantan Barat,Landak,Kab.,Sengah Temila,610807
Kalimantan Barat,Landak,Kab.,Sompak,610813
Kalimantan Barat,Melawi,Kab.,Belimbing,611001
Kalimantan Barat,Melawi,Kab.,Belimbing Hulu,611010
Kalimantan Barat,Melawi,Kab.,Ella Hilir,611003
Kalimantan Barat,Melawi,Kab.,Menukung,611004
Kalimantan Barat,Melawi,Kab.,Nanga Pinoh,611002
Kalimantan Barat,Melawi,Kab.,Pinoh Selatan,611009
Kalimantan Barat,Melawi,Kab.,Pinoh Utara,611008
Kalimantan Barat,Melawi,Kab.,Sayan,611005
Kalimantan Barat,Melawi,Kab.,Sokan,611007
Kalimantan Barat,Melawi,Kab.,Tanah Pinoh,611006
Kalimantan Barat,Melawi,Kab.,Tanah Pinoh Barat,611011
Kalimantan Barat,Mempawah,Kab.,Anjongan,610216
Kalimantan Barat,Mempawah,Kab.,Jongkat (Siantan),610208
Kalimantan Barat,Mempawah,Kab.,Mempawah Hilir,610201
Kalimantan Barat,Mempawah,Kab.,Mempawah Timur,610218
Kalimantan Barat,Mempawah,Kab.,Sadaniang,610217
Kalimantan Barat,Mempawah,Kab.,Segedong,610215
Kalimantan Barat,Mempawah,Kab.,Sungai Kunyit,610212
Kalimantan Barat,Mempawah,Kab.,Sungai Pinyuh (Sei Pinyuh),610207
Kalimantan Barat,Mempawah,Kab.,Toho,610206
Kalimantan Barat,Pontianak,Kota,Pontianak Barat,617103
Kalimantan Barat,Pontianak,Kota,Pontianak Kota,617105
Kalimantan Barat,Pontianak,Kota,Pontianak Selatan,617101
Kalimantan Barat,Pontianak,Kota,Pontianak Tenggara,617106
Kalimantan Barat,Pontianak,Kota,Pontianak Timur,617102
Kalimantan Barat,Pontianak,Kota,Pontianak Utara,617104
Kalimantan Barat,Sambas,Kab.,Galing,610111
Kalimantan Barat,Sambas,Kab.,Jawai,610103
Kalimantan Barat,Sambas,Kab.,Jawai Selatan,610116
Kalimantan Barat,Sambas,Kab.,Paloh,610108
Kalimantan Barat,Sambas,Kab.,Pemangkat,610105
Kalimantan Barat,Sambas,Kab.,Sajad,610114
Kalimantan Barat,Sambas,Kab.,Sajingan Besar,610109
Kalimantan Barat,Sambas,Kab.,Salatiga,610118
Kalimantan Barat,Sambas,Kab.,Sambas,610101
Kalimantan Barat,Sambas,Kab.,Sebawi,610115
Kalimantan Barat,Sambas,Kab.,Sejangkung,610106
Kalimantan Barat,Sambas,Kab.,Selakau,610107
Kalimantan Barat,Sambas,Kab.,Selakau Timur,610119
Kalimantan Barat,Sambas,Kab.,Semparuk,610113
Kalimantan Barat,Sambas,Kab.,Subah,610110
Kalimantan Barat,Sambas,Kab.,Tangaran,610117
Kalimantan Barat,Sambas,Kab.,Tebas,610104
Kalimantan Barat,Sambas,Kab.,Tekarang,610112
Kalimantan Barat,Sambas,Kab.,Teluk Keramat,610102
Kalimantan Barat,Sanggau,Kab.,Balai,610312
Kalimantan Barat,Sanggau,Kab.,Beduai (Beduwai),610306
Kalimantan Barat,Sanggau,Kab.,Bonti,610305
Kalimantan Barat,Sanggau,Kab.,Entikong,610321
Kalimantan Barat,Sanggau,Kab.,Jangkang,610304
Kalimantan Barat,Sanggau,Kab.,Kapuas (Sanggau Kapuas),610301
Kalimantan Barat,Sanggau,Kab.,Kembayan,610308
Kalimantan Barat,Sanggau,Kab.,Meliau,610320
Kalimantan Barat,Sanggau,Kab.,Mukok,610302
Kalimantan Barat,Sanggau,Kab.,Noyan,610303
Kalimantan Barat,Sanggau,Kab.,Parindu,610309
Kalimantan Barat,Sanggau,Kab.,Sekayam,610307
Kalimantan Barat,Sanggau,Kab.,Tayan Hilir,610311
Kalimantan Barat,Sanggau,Kab.,Tayan Hulu,610310
Kalimantan Barat,Sanggau,Kab.,Toba,610313
Kalimantan Barat,Sekadau,Kab.,Belitang,610907
Kalimantan Barat,Sekadau,Kab.,Belitang Hilir,610905
Kalimantan Barat,Sekadau,Kab.,Belitang Hulu,610906
Kalimantan Barat,Sekadau,Kab.,Nanga Mahap,610904
Kalimantan Barat,Sekadau,Kab.,Nanga Taman,610903
Kalimantan Barat,Sekadau,Kab.,Sekadau Hilir,610901
Kalimantan Barat,Sekadau,Kab.,Sekadau Hulu,610902
Kalimantan Barat,Singkawang,Kota,Singkawang Barat,617202
Kalimantan Barat,Singkawang,Kota,Singkawang Selatan,617205
Kalimantan Barat,Singkawang,Kota,Singkawang Tengah,617201
Kalimantan Barat,Singkawang,Kota,Singkawang Timur,617203
Kalimantan Barat,Singkawang,Kota,Singkawang Utara,617204
Kalimantan Barat,Sintang,Kab.,Ambalau,610515
Kalimantan Barat,Sintang,Kab.,Binjai Hulu,610521
Kalimantan Barat,Sintang,Kab.,Dedai,610507
Kalimantan Barat,Sintang,Kab.,Kayan Hilir,610508
Kalimantan Barat,Sintang,Kab.,Kayan Hulu,610509
Kalimantan Barat,Sintang,Kab.,Kelam Permai,610519
Kalimantan Barat,Sintang,Kab.,Ketungau Hilir,610504
Kalimantan Barat,Sintang,Kab.,Ketungau Hulu,610506
Kalimantan Barat,Sintang,Kab.,Ketungau Tengah,610505
Kalimantan Barat,Sintang,Kab.,Sepauk,610503
Kalimantan Barat,Sintang,Kab.,Serawai,610514
Kalimantan Barat,Sintang,Kab.,Sintang,610501
Kalimantan Barat,Sintang,Kab.,Sungai Tebelian,610520
Kalimantan Barat,Sintang,Kab.,Tempunak,610502
Kalimantan Selatan,Balangan,Kab.,Awayan,631103
Kalimantan Selatan,Balangan,Kab.,Batu Mandi,631104
Kalimantan Selatan,Balangan,Kab.,Halong,631102
Kalimantan Selatan,Balangan,Kab.,Juai,631101
Kalimantan Selatan,Balangan,Kab.,Lampihong,631105
Kalimantan Selatan,Balangan,Kab.,Paringin,631106
Kalimantan Selatan,Balangan,Kab.,Paringin Selatan,631107
Kalimantan Selatan,Balangan,Kab.,Tebing Tinggi,631108
Kalimantan Selatan,Banjar,Kab.,Aluh Aluh,630301
Kalimantan Selatan,Banjar,Kab.,Aranio,630311
Kalimantan Selatan,Banjar,Kab.,Astambul,630307
Kalimantan Selatan,Banjar,Kab.,Beruntung Baru,630313
Kalimantan Selatan,Banjar,Kab.,Cintapuri Darussalam,630320
Kalimantan Selatan,Banjar,Kab.,Gambut,630303
Kalimantan Selatan,Banjar,Kab.,Karang Intan,630306
Kalimantan Selatan,Banjar,Kab.,Kertak Hanyar,630302
Kalimantan Selatan,Banjar,Kab.,Martapura (Martapura Kota),630305
Kalimantan Selatan,Banjar,Kab.,Martapura Barat,630314
Kalimantan Selatan,Banjar,Kab.,Martapura Timur,630315
Kalimantan Selatan,Banjar,Kab.,Mataraman,630312
Kalimantan Selatan,Banjar,Kab.,Paramasan (Peramasan),630317
Kalimantan Selatan,Banjar,Kab.,Pengaron (Pengarom),630309
Kalimantan Selatan,Banjar,Kab.,Sambung Makmur,630316
Kalimantan Selatan,Banjar,Kab.,Simpang Empat,630308
Kalimantan Selatan,Banjar,Kab.,Sungai Pinang,630310
Kalimantan Selatan,Banjar,Kab.,Sungai Tabuk,630304
Kalimantan Selatan,Banjar,Kab.,Tatah Makmur,630319
Kalimantan Selatan,Banjar,Kab.,Telaga Bauntung,630318
Kalimantan Selatan,Banjarbaru,Kota,Banjarbaru Selatan (Banjar Baru Selatan),637205
Kalimantan Selatan,Banjarbaru,Kota,Banjarbaru Utara (Banjar Baru Utara),637204
Kalimantan Selatan,Banjarbaru,Kota,Cempaka,637203
Kalimantan Selatan,Banjarbaru,Kota,Landasan Ulin,637202
Kalimantan Selatan,Banjarbaru,Kota,Liang Anggang,637206
Kalimantan Selatan,Banjarmasin,Kota,Banjarmasin Barat,637103
Kalimantan Selatan,Banjarmasin,Kota,Banjarmasin Selatan,637101
Kalimantan Selatan,Banjarmasin,Kota,Banjarmasin Tengah,637105
Kalimantan Selatan,Banjarmasin,Kota,Banjarmasin Timur,637102
Kalimantan Selatan,Banjarmasin,Kota,Banjarmasin Utara,637104
Kalimantan Selatan,Barito Kuala,Kab.,Alalak,630405
Kalimantan Selatan,Barito Kuala,Kab.,Anjir Muara,630404
Kalimantan Selatan,Barito Kuala,Kab.,Anjir Pasar,630403
Kalimantan Selatan,Barito Kuala,Kab.,Bakumpai,630410
Kalimantan Selatan,Barito Kuala,Kab.,Barambai,630414
Kalimantan Selatan,Barito Kuala,Kab.,Belawang,630408
Kalimantan Selatan,Barito Kuala,Kab.,Cerbon,630409
Kalimantan Selatan,Barito Kuala,Kab.,Jejangkit,630417
Kalimantan Selatan,Barito Kuala,Kab.,Kuripan,630411
Kalimantan Selatan,Barito Kuala,Kab.,Mandastana,630406
Kalimantan Selatan,Barito Kuala,Kab.,Marabahan,630415
Kalimantan Selatan,Barito Kuala,Kab.,Mekarsari (Mekar Sari),630413
Kalimantan Selatan,Barito Kuala,Kab.,Rantau Badauh,630407
Kalimantan Selatan,Barito Kuala,Kab.,Tabukan,630412
Kalimantan Selatan,Barito Kuala,Kab.,Tabunganen,630401
Kalimantan Selatan,Barito Kuala,Kab.,Tamban,630402
Kalimantan Selatan,Barito Kuala,Kab.,Wanaraya,630416
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Angkinang,630604
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Daha Barat,630611
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Daha Selatan,630607
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Daha Utara,630608
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Kalumpang (Kelumpang),630609
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Kandangan,630605
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Loksado,630610
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Padang Batung,630602
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Simpur,630606
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Sungai Raya,630601
Kalimantan Selatan,Hulu Sungai Selatan,Kab.,Telaga Langsat,630603
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Barabai,630706
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Batang Alai Selatan,630707
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Batang Alai Timur,630710
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Batang Alai Utara,630708
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Batu Benawa,630702
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Hantakan,630709
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Haruyan,630701
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Labuan Amas Selatan,630703
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Labuan Amas Utara,630704
Kalimantan Selatan,Hulu Sungai Tengah,Kab.,Limpasu,630711
